Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,24930080000
El Salvador,SLV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,46.336
Equatorial Guinea,GNQ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.15157383866339
Equatorial Guinea,GNQ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,45.4054105758078
Equatorial Guinea,GNQ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.30925857748978
Equatorial Guinea,GNQ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,51.2909630438292
Equatorial Guinea,GNQ,Trade (% of GDP),NE.TRD.GNFS.ZS,77.9278846441807
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,6198.94252378655
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,9893816016.147
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,51.481
Eritrea,ERI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Eritrea,ERI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Eritrea,ERI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Eritrea,ERI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,..
Eritrea,ERI,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,72.822
Estonia,EST,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.05033085403078
Estonia,EST,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.7794505745534
Estonia,EST,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,12.834008047047
Estonia,EST,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,62.9753152578072
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,138.466338699949
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,23595.2436836441
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,31370395572.7658
Estonia,EST,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,75.787
Eswatini,SWZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.11843770607562
Eswatini,SWZ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,31.3768287765615
Eswatini,SWZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,26.5245286838617
Eswatini,SWZ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.7871958109959
Eswatini,SWZ,Trade (% of GDP),NE.TRD.GNFS.ZS,86.8845052331082
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3372.90461019719
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,3982236692.55236
Eswatini,SWZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.153
Ethiopia,ETH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.5582693458206
Ethiopia,ETH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.1022948090627
Ethiopia,ETH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.30328086816582
Ethiopia,ETH,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,36.8280720006566
Ethiopia,ETH,Trade (% of GDP),NE.TRD.GNFS.ZS,24.006113643482
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,918.652594077418
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,107657734392.446
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,76.34
Euro area,EMU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.51483931454524
Euro area,EMU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.2243359420742
Euro area,EMU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.5985817314805
Euro area,EMU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,66.4108095907228
Euro area,EMU,Trade (% of GDP),NE.TRD.GNFS.ZS,82.8140903133832
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,38193.9579327956
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,13097221769307.9
Euro area,EMU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,68.2293954740676
Europe & Central Asia,ECS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.06624835397321
Europe & Central Asia,ECS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.9601475691624
Europe & Central Asia,ECS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,13.995429945919
Europe & Central Asia,ECS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,65.1014310539061
Europe & Central Asia,ECS,Trade (% of GDP),NE.TRD.GNFS.ZS,78.068623824901
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,24021.7960311523
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,22156584402676.9
Europe & Central Asia,ECS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,63.6854481233401
Europe & Central Asia (excluding high income),ECA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.93609412646944
Europe & Central Asia (excluding high income),ECA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,28.8933817889604
Europe & Central Asia (excluding high income),ECA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.9982001238521
Europe & Central Asia (excluding high income),ECA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,54.8413371473404
Europe & Central Asia (excluding high income),ECA,Trade (% of GDP),NE.TRD.GNFS.ZS,56.8208237211095
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,7477.87843064562
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2991607694833.72
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,57.2919295283906
Europe & Central Asia (IDA & IBRD countries),TEC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.26295471599742
Europe & Central Asia (IDA & IBRD countries),TEC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,28.536660494368
Europe & Central Asia (IDA & IBRD countries),TEC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,15.2455552199425
Europe & Central Asia (IDA & IBRD countries),TEC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,55.6011851339881
Europe & Central Asia (IDA & IBRD countries),TEC,Trade (% of GDP),NE.TRD.GNFS.ZS,63.4819417649431
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8455.23762063887
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,3900173017455.42
Europe & Central Asia (IDA & IBRD countries),TEC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,57.924734186319
European Union,EUU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.6309921589169
European Union,EUU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.603177255216
European Union,EUU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.6787946520721
European Union,EUU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,65.6334060701899
European Union,EUU,Trade (% of GDP),NE.TRD.GNFS.ZS,85.2697250068615
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,34356.5746175527
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,15381174426002.4
European Union,EUU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,67.7003064687067
Faroe Islands,FRO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.6171090118459
Faroe Islands,FRO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.0043672214725
Faroe Islands,FRO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.85822462138252
Faroe Islands,FRO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.525641025641
Faroe Islands,FRO,Trade (% of GDP),NE.TRD.GNFS.ZS,96.512314439946
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,62234.9686802048
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,3262045883.37293
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Fiji,FJI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.3246147244963
Fiji,FJI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,17.1889953619513
Fiji,FJI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.06471015783
Fiji,FJI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.1464327308714
Fiji,FJI,Trade (% of GDP),NE.TRD.GNFS.ZS,72.3435754996883
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,4815.6891481254
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,4432466237.09588
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,40.073
Finland,FIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.45212949192986
Finland,FIN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.0364983742092
Finland,FIN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.2632688898411
Finland,FIN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,60.118552500021
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,71.4986682798545
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,49169.7193388499
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,271886077382.102
Finland,FIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,76.489
Fragile and conflict affected situations,FCS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.6018604684999
Fragile and conflict affected situations,FCS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Fragile and conflict affected situations,FCS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Fragile and conflict affected situations,FCS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,..
Fragile and conflict affected situations,FCS,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1700.98567130762
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1666563897599.33
Fragile and conflict affected situations,FCS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,50.9951776219861
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.57949325058934
France,FRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.7858585091586
France,FRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.45452474553807
France,FRA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,70.8923683856293
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,56.7821567740889
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,39179.7442596057
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2647418691598.45
France,FRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,68.846
French Polynesia,PYF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
French Polynesia,PYF,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
French Polynesia,PYF,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
French Polynesia,PYF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,..
French Polynesia,PYF,Trade (% of GDP),NE.TRD.GNFS.ZS,46.4436864119656
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,19185.6977702906
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,5792545870.80614
French Polynesia,PYF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,55.223
Gabon,GAB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.62814684727239
Gabon,GAB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,41.5890781935188
Gabon,GAB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,18.4294153538256
Gabon,GAB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,44.897196710085
Gabon,GAB,Trade (% of GDP),NE.TRD.GNFS.ZS,70.0599965872424
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,6680.08266467748
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,15314577154.8076
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,39.11
"Gambia, The",GMB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.2440052017636
"Gambia, The",GMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.8536853891411
"Gambia, The",GMB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.61338378758132
"Gambia, The",GMB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.9537064155422
"Gambia, The",GMB,Trade (% of GDP),NE.TRD.GNFS.ZS,47.5003650253904
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,704.030462837221
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1812170891.19069
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,56.942
Georgia,GEO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.28866812979586
Georgia,GEO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.1775597588703
Georgia,GEO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.34530568720727
Georgia,GEO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,59.0910343275388
Georgia,GEO,Trade (% of GDP),NE.TRD.GNFS.ZS,93.8757982916676
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4255.74299321254
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,15842922532.7202
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,60.895
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.73895402984373
Germany,DEU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.707376907099
Germany,DEU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,18.7437605215455
Germany,DEU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,63.2299859272034
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,81.1473589268244
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46749.4762280016
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3887727161914.41
Germany,DEU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,75.162
Ghana,GHA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,18.8537826616486
Ghana,GHA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.8767542337189
Ghana,GHA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.9530558483938
Ghana,GHA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,45.1881802776604
Ghana,GHA,Trade (% of GDP),NE.TRD.GNFS.ZS,66.5754987162431
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2176.57621804239
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,70043095503.6675
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,66.381
Gibraltar,GIB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Gibraltar,GIB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Gibraltar,GIB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Gibraltar,GIB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,..
Gibraltar,GIB,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Greece,GRC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.10022641415766
Greece,GRC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,14.6670486423474
Greece,GRC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,8.55222593582754
Greece,GRC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,68.9288963045047
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,71.8403094647801
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,17617.2915057014
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,188480337285.605
Greece,GRC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,59.147
Greenland,GRL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.4463401210787
Greenland,GRL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,18.3462493864255
Greenland,GRL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.37651906171444
Greenland,GRL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,60.4347330269179
Greenland,GRL,Trade (% of GDP),NE.TRD.GNFS.ZS,82.6999261231512
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,54693.0766804265
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,3082884653.2456
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Grenada,GRD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.90307786781958
Grenada,GRD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.0941605347134
Grenada,GRD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.1289822199978
Grenada,GRD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,66.8125556845248
Grenada,GRD,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,8437.5367823125
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1043411111.11111
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,..
Guam,GUM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..
Guam,GUM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..
Guam,GUM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Guam,GUM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,..
Guam,GUM,Trade (% of GDP),NE.TRD.GNFS.ZS,63.778457356439
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,34780.8616624614
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,5886000000
Guam,GUM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,64.477
Guatemala,GTM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.92699186181468
Guatemala,GTM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.3333520354898
Guatemala,GTM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.1115040508495
Guatemala,GTM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,62.0234509297858
Guatemala,GTM,Trade (% of GDP),NE.TRD.GNFS.ZS,41.1430280030057
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4609.89725752869
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,77715183063.2054
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,37.529
Guinea,GIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.1378975684077
Guinea,GIN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,28.3330054431326
Guinea,GIN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.50610949762508
Guinea,GIN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,36.5256470995799
Guinea,GIN,Trade (% of GDP),NE.TRD.GNFS.ZS,115.037393977155
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1073.65933900139
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,14177835841.3923
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,43.123
Guinea-Bissau,GNB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.8632447518505
Guinea-Bissau,GNB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.4801601747361
Guinea-Bissau,GNB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..
Guinea-Bissau,GNB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,50.1877199369009
Guinea-Bissau,GNB,Trade (% of GDP),NE.TRD.GNFS.ZS,43.6358403713142
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,710.258132978222
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1431758231.68522
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.227
Guyana,GUY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,16.8510033249851
Guyana,GUY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,38.7960801467797
Guyana,GUY,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.24402392446419
Guyana,GUY,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,38.9200329255047
Guyana,GUY,Trade (% of GDP),NE.TRD.GNFS.ZS,..
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,6863.07434593017
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,5471256594.72422
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,41.836
Haiti,HTI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.362493732044
Haiti,HTI,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.3275394461847
Haiti,HTI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,17.6377718833833
Haiti,HTI,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,53.9204199080319
Haiti,HTI,Trade (% of GDP),NE.TRD.GNFS.ZS,34.4572019082333
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1283.14122785939
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,14508222518.3018
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,63.389
Heavily indebted poor countries (HIPC),HPC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.9832876232615
Heavily indebted poor countries (HIPC),HPC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.250262952616
Heavily indebted poor countries (HIPC),HPC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.7065768984257
Heavily indebted poor countries (HIPC),HPC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,43.7327486935037
Heavily indebted poor countries (HIPC),HPC,Trade (% of GDP),NE.TRD.GNFS.ZS,46.8945201677644
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,968.465881346309
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,811638956819.199
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,60.6523329812628
High income,HIC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.28526473924631
High income,HIC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.0720415878025
High income,HIC,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,13.2425735666573
High income,HIC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,70.9915302210177
High income,HIC,Trade (% of GDP),NE.TRD.GNFS.ZS,56.7859691982647
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,43445.7113231404
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,53947360960778.9
High income,HIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,66.6745688868934
Honduras,HND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,12.1171809163756
Honduras,HND,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.950158911833
Honduras,HND,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.0288055867036
Honduras,HND,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,58.3418127285168
Honduras,HND,Trade (% of GDP),NE.TRD.GNFS.ZS,85.6194181108955
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2354.12143387307
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,23827859226.8834
